OBJECTID,latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight,type
1012,54.512500000000003,-122.301500000000004,313.600000000000023,1.900000000000000,1.400000000000000,2019-09-13 0:00:00,2005,Terra,MODIS,44,6.030000000000000,275.399999999999977,37.399999999999999,D,0
1013,53.883499999999998,-123.704200000000000,311.000000000000000,1.000000000000000,1.000000000000000,2019-09-14 0:00:00,2058,Aqua,MODIS,71,6.030000000000000,288.100000000000023,11.699999999999999,D,0
1014,54.185200000000002,-123.337599999999995,312.800000000000011,1.000000000000000,1.000000000000000,2019-09-14 0:00:00,2058,Aqua,MODIS,65,6.030000000000000,280.199999999999989,13.000000000000000,D,0
1015,54.354799999999997,-126.680099999999996,352.399999999999977,1.200000000000000,1.100000000000000,2019-09-14 0:00:00,2058,Aqua,MODIS,84,6.030000000000000,279.000000000000000,87.599999999999994,D,0
1016,54.351599999999998,-126.697199999999995,332.000000000000000,1.200000000000000,1.100000000000000,2019-09-14 0:00:00,2058,Aqua,MODIS,66,6.030000000000000,273.500000000000000,42.399999999999999,D,0
1017,54.356800000000000,-126.689999999999998,303.800000000000011,1.100000000000000,1.000000000000000,2019-09-15 0:00:00,623,Terra,MODIS,57,6.030000000000000,275.800000000000011,11.800000000000001,N,0
1018,54.602499999999999,-128.655699999999996,304.000000000000000,1.000000000000000,1.000000000000000,2019-09-15 0:00:00,1954,Terra,MODIS,58,6.030000000000000,284.600000000000023,7.900000000000000,D,0
1019,54.099600000000002,-124.474400000000003,314.800000000000011,1.800000000000000,1.300000000000000,2019-09-16 0:00:00,1858,Terra,MODIS,75,6.030000000000000,284.600000000000023,30.500000000000000,D,0
1020,54.094799999999999,-124.467900000000000,307.000000000000000,1.800000000000000,1.300000000000000,2019-09-16 0:00:00,1858,Terra,MODIS,65,6.030000000000000,285.800000000000011,19.899999999999999,D,0
1021,54.101700000000001,-124.501400000000004,304.600000000000023,1.800000000000000,1.300000000000000,2019-09-16 0:00:00,1858,Terra,MODIS,32,6.030000000000000,283.899999999999977,14.100000000000000,D,0
1022,53.992800000000003,-124.149500000000003,301.500000000000000,1.700000000000000,1.300000000000000,2019-09-16 0:00:00,1858,Terra,MODIS,41,6.030000000000000,284.800000000000011,11.199999999999999,D,0
1023,54.096699999999998,-124.494699999999995,314.899999999999977,1.800000000000000,1.300000000000000,2019-09-16 0:00:00,1858,Terra,MODIS,75,6.030000000000000,285.000000000000000,33.200000000000003,D,0
1024,49.692599999999999,-114.892099999999999,301.300000000000011,1.100000000000000,1.000000000000000,2019-09-16 0:00:00,1859,Terra,MODIS,37,6.030000000000000,286.100000000000023,5.100000000000000,D,0
1025,54.511000000000003,-122.267300000000006,311.399999999999977,1.100000000000000,1.100000000000000,2019-09-17 0:00:00,1941,Terra,MODIS,50,6.030000000000000,284.699999999999989,13.900000000000000,D,0
1026,54.507899999999999,-122.250299999999996,353.000000000000000,1.100000000000000,1.100000000000000,2019-09-17 0:00:00,1941,Terra,MODIS,97,6.030000000000000,286.699999999999989,86.799999999999997,D,0
1027,54.504800000000003,-122.233300000000000,337.899999999999977,1.200000000000000,1.100000000000000,2019-09-17 0:00:00,1941,Terra,MODIS,91,6.030000000000000,285.199999999999989,50.700000000000003,D,0
1028,54.498800000000003,-122.255799999999994,342.399999999999977,1.100000000000000,1.100000000000000,2019-09-17 0:00:00,1941,Terra,MODIS,93,6.030000000000000,285.399999999999977,60.000000000000000,D,0
1029,54.185899999999997,-123.317800000000005,342.500000000000000,1.100000000000000,1.000000000000000,2019-09-17 0:00:00,1941,Terra,MODIS,61,6.030000000000000,287.000000000000000,54.799999999999997,D,0
1030,54.176900000000003,-123.322400000000002,363.500000000000000,1.100000000000000,1.000000000000000,2019-09-17 0:00:00,1941,Terra,MODIS,94,6.030000000000000,288.199999999999989,109.700000000000003,D,0
1031,54.668399999999998,-128.368400000000008,339.500000000000000,1.000000000000000,1.000000000000000,2019-09-17 0:00:00,1941,Terra,MODIS,91,6.030000000000000,282.899999999999977,47.799999999999997,D,0
1032,54.666200000000003,-128.352100000000007,304.399999999999977,1.000000000000000,1.000000000000000,2019-09-17 0:00:00,1941,Terra,MODIS,59,6.030000000000000,280.899999999999977,8.800000000000001,D,0
1033,53.992500000000000,-124.159099999999995,305.699999999999989,1.100000000000000,1.000000000000000,2019-09-17 0:00:00,1941,Terra,MODIS,59,6.030000000000000,288.100000000000023,7.100000000000000,D,0
1034,53.989800000000002,-124.143600000000006,312.800000000000011,1.100000000000000,1.000000000000000,2019-09-17 0:00:00,1941,Terra,MODIS,63,6.030000000000000,288.300000000000011,12.400000000000000,D,0
1035,54.038899999999998,-124.898600000000002,333.199999999999989,1.000000000000000,1.000000000000000,2019-09-17 0:00:00,1941,Terra,MODIS,88,6.030000000000000,286.699999999999989,36.000000000000000,D,0
1036,54.036400000000000,-124.883499999999998,328.100000000000023,1.000000000000000,1.000000000000000,2019-09-17 0:00:00,1941,Terra,MODIS,85,6.030000000000000,284.899999999999977,29.300000000000001,D,0
1037,54.523400000000002,-122.335099999999997,311.100000000000023,1.100000000000000,1.100000000000000,2019-09-17 0:00:00,1941,Terra,MODIS,39,6.030000000000000,283.899999999999977,12.800000000000001,D,0
1038,54.526400000000002,-122.351399999999998,315.699999999999989,1.100000000000000,1.100000000000000,2019-09-17 0:00:00,1941,Terra,MODIS,76,6.030000000000000,284.600000000000023,17.600000000000001,D,0
1039,54.520400000000002,-122.318399999999997,337.100000000000023,1.100000000000000,1.100000000000000,2019-09-17 0:00:00,1941,Terra,MODIS,90,6.030000000000000,285.300000000000011,47.700000000000003,D,0
1040,54.184399999999997,-123.330500000000001,313.899999999999977,1.400000000000000,1.200000000000000,2019-09-17 0:00:00,2129,Aqua,MODIS,27,6.030000000000000,288.800000000000011,20.699999999999999,D,0
1041,54.170499999999997,-123.321700000000007,348.800000000000011,1.400000000000000,1.200000000000000,2019-09-17 0:00:00,2129,Aqua,MODIS,95,6.030000000000000,288.800000000000011,99.299999999999997,D,0
1042,54.173800000000000,-123.327900000000000,367.500000000000000,1.400000000000000,1.200000000000000,2019-09-17 0:00:00,2129,Aqua,MODIS,100,6.030000000000000,290.800000000000011,181.900000000000006,D,0
1043,54.490000000000002,-122.243399999999994,306.399999999999977,1.600000000000000,1.200000000000000,2019-09-17 0:00:00,2129,Aqua,MODIS,56,6.030000000000000,282.899999999999977,16.500000000000000,D,0
1044,54.488100000000003,-122.267700000000005,301.399999999999977,1.600000000000000,1.200000000000000,2019-09-17 0:00:00,2129,Aqua,MODIS,0,6.030000000000000,283.800000000000011,10.199999999999999,D,0
1045,54.501199999999997,-122.245800000000003,353.699999999999989,1.600000000000000,1.200000000000000,2019-09-17 0:00:00,2129,Aqua,MODIS,97,6.030000000000000,286.600000000000023,141.500000000000000,D,0
1046,54.499200000000002,-122.270700000000005,333.500000000000000,1.600000000000000,1.200000000000000,2019-09-17 0:00:00,2129,Aqua,MODIS,67,6.030000000000000,284.699999999999989,66.599999999999994,D,0
1047,54.492699999999999,-127.921599999999998,342.199999999999989,1.000000000000000,1.000000000000000,2019-09-17 0:00:00,2129,Aqua,MODIS,81,6.030000000000000,286.500000000000000,49.700000000000003,D,0
1048,54.435699999999997,-128.362300000000005,313.699999999999989,1.000000000000000,1.000000000000000,2019-09-17 0:00:00,2129,Aqua,MODIS,0,6.030000000000000,278.500000000000000,14.800000000000001,D,0
1049,54.503599999999999,-127.899900000000002,303.800000000000011,1.000000000000000,1.000000000000000,2019-09-17 0:00:00,2129,Aqua,MODIS,39,6.030000000000000,281.300000000000011,7.200000000000000,D,0
1050,55.293900000000001,-124.189599999999999,318.600000000000023,2.000000000000000,1.400000000000000,2019-09-18 0:00:00,516,Terra,MODIS,97,6.030000000000000,274.500000000000000,59.799999999999997,N,0
1051,54.505299999999998,-127.911100000000005,304.600000000000023,1.900000000000000,1.400000000000000,2019-09-18 0:00:00,654,Terra,MODIS,61,6.030000000000000,278.000000000000000,27.100000000000001,N,0
1052,54.506300000000003,-127.907100000000000,319.100000000000023,1.000000000000000,1.000000000000000,2019-09-18 0:00:00,1059,Aqua,MODIS,98,6.030000000000000,277.100000000000023,21.899999999999999,N,0
1053,55.297899999999998,-124.181200000000004,303.000000000000000,1.200000000000000,1.100000000000000,2019-09-18 0:00:00,1059,Aqua,MODIS,53,6.030000000000000,274.800000000000011,13.699999999999999,N,0
1054,55.295400000000001,-124.155199999999994,304.100000000000023,2.400000000000000,1.500000000000000,2019-09-18 0:00:00,1846,Terra,MODIS,58,6.030000000000000,282.600000000000023,26.100000000000001,D,0
1055,55.289700000000003,-124.200900000000004,305.399999999999977,2.400000000000000,1.500000000000000,2019-09-18 0:00:00,1846,Terra,MODIS,61,6.030000000000000,280.500000000000000,29.199999999999999,D,0
1056,55.287900000000000,-124.162800000000004,362.600000000000023,2.400000000000000,1.500000000000000,2019-09-18 0:00:00,1846,Terra,MODIS,100,6.030000000000000,285.300000000000011,344.500000000000000,D,0
1057,54.364600000000003,-122.352800000000002,306.399999999999977,2.000000000000000,1.400000000000000,2019-09-18 0:00:00,1846,Terra,MODIS,57,6.030000000000000,277.199999999999989,21.100000000000001,D,0
1058,55.294100000000000,-124.179000000000002,354.000000000000000,2.400000000000000,1.500000000000000,2019-09-18 0:00:00,2024,Terra,MODIS,92,6.030000000000000,289.399999999999977,255.099999999999994,D,0
1059,55.284999999999997,-124.144499999999994,357.000000000000000,2.400000000000000,1.500000000000000,2019-09-18 0:00:00,2024,Terra,MODIS,98,6.030000000000000,289.300000000000011,282.500000000000000,D,0
1060,55.281700000000001,-124.188100000000006,307.199999999999989,2.400000000000000,1.500000000000000,2019-09-18 0:00:00,2024,Terra,MODIS,57,6.030000000000000,282.500000000000000,31.899999999999999,D,0
1061,55.272599999999997,-124.153499999999994,306.500000000000000,2.400000000000000,1.500000000000000,2019-09-18 0:00:00,2024,Terra,MODIS,64,6.030000000000000,287.000000000000000,29.800000000000001,D,0
1062,54.452300000000001,-128.377199999999988,317.899999999999977,1.700000000000000,1.300000000000000,2019-09-18 0:00:00,2024,Terra,MODIS,78,6.030000000000000,276.500000000000000,41.299999999999997,D,0
1063,54.899400000000000,-122.194100000000006,325.800000000000011,3.000000000000000,1.600000000000000,2019-09-18 0:00:00,2024,Terra,MODIS,51,6.030000000000000,276.000000000000000,115.799999999999997,D,0
1064,54.900100000000002,-122.189899999999994,324.699999999999989,3.000000000000000,1.600000000000000,2019-09-18 0:00:00,2024,Terra,MODIS,63,6.030000000000000,276.000000000000000,119.099999999999994,D,0
1065,55.285899999999998,-124.185900000000004,323.600000000000023,1.500000000000000,1.200000000000000,2019-09-18 0:00:00,2034,Aqua,MODIS,82,6.030000000000000,286.600000000000023,39.600000000000001,D,0
1066,54.935699999999997,-122.268299999999996,314.199999999999989,1.300000000000000,1.100000000000000,2019-09-18 0:00:00,2034,Aqua,MODIS,69,6.030000000000000,278.600000000000023,21.600000000000001,D,0
1067,55.283400000000000,-124.177199999999999,333.899999999999977,1.500000000000000,1.200000000000000,2019-09-18 0:00:00,2034,Aqua,MODIS,84,6.030000000000000,283.800000000000011,62.200000000000003,D,0
1068,56.016199999999998,-121.900899999999993,303.199999999999989,1.000000000000000,1.000000000000000,2019-09-19 0:00:00,1928,Terra,MODIS,55,6.030000000000000,286.800000000000011,6.200000000000000,D,0
1069,53.996699999999997,-124.493600000000001,313.800000000000011,1.000000000000000,1.000000000000000,2019-09-19 0:00:00,1929,Terra,MODIS,64,6.030000000000000,267.600000000000023,15.400000000000000,D,0
1070,53.987499999999997,-124.164199999999994,307.899999999999977,1.000000000000000,1.000000000000000,2019-09-19 0:00:00,1929,Terra,MODIS,62,6.030000000000000,283.500000000000000,8.699999999999999,D,0
1071,53.993299999999998,-124.140100000000004,312.100000000000023,1.000000000000000,1.000000000000000,2019-09-19 0:00:00,1929,Terra,MODIS,72,6.030000000000000,283.899999999999977,11.199999999999999,D,0
1072,53.998800000000003,-124.508700000000005,301.000000000000000,1.000000000000000,1.000000000000000,2019-09-19 0:00:00,1929,Terra,MODIS,0,6.030000000000000,267.000000000000000,7.000000000000000,D,0
1073,53.985300000000002,-124.149199999999993,325.800000000000011,1.000000000000000,1.000000000000000,2019-09-19 0:00:00,1929,Terra,MODIS,73,6.030000000000000,283.100000000000023,24.800000000000001,D,0
1074,54.597499999999997,-122.287700000000001,301.800000000000011,1.100000000000000,1.100000000000000,2019-09-20 0:00:00,1047,Aqua,MODIS,44,6.030000000000000,277.500000000000000,10.699999999999999,N,0
1075,54.600700000000003,-122.304800000000000,303.899999999999977,1.100000000000000,1.100000000000000,2019-09-20 0:00:00,1047,Aqua,MODIS,58,6.030000000000000,277.100000000000023,12.199999999999999,N,0
1076,54.439100000000003,-122.420100000000005,332.600000000000023,2.700000000000000,1.600000000000000,2019-09-20 0:00:00,1834,Terra,MODIS,78,6.030000000000000,281.000000000000000,147.500000000000000,D,0
1077,54.441800000000001,-122.412300000000002,324.500000000000000,2.700000000000000,1.600000000000000,2019-09-20 0:00:00,1834,Terra,MODIS,68,6.030000000000000,280.399999999999977,104.400000000000006,D,0
1078,54.428899999999999,-122.454200000000000,344.300000000000011,2.800000000000000,1.600000000000000,2019-09-20 0:00:00,1834,Terra,MODIS,83,6.030000000000000,281.899999999999977,223.599999999999994,D,0
1079,54.426400000000001,-122.462900000000005,340.199999999999989,2.800000000000000,1.600000000000000,2019-09-20 0:00:00,1834,Terra,MODIS,82,6.030000000000000,281.500000000000000,199.900000000000006,D,0
1080,54.441200000000002,-122.460599999999999,331.100000000000023,2.200000000000000,1.400000000000000,2019-09-20 0:00:00,2012,Terra,MODIS,28,6.030000000000000,278.500000000000000,92.099999999999994,D,0
1081,54.443100000000001,-122.463999999999999,322.500000000000000,2.200000000000000,1.400000000000000,2019-09-20 0:00:00,2012,Terra,MODIS,37,6.030000000000000,278.800000000000011,63.799999999999997,D,0
1082,54.435499999999998,-122.433800000000005,329.000000000000000,2.200000000000000,1.500000000000000,2019-09-20 0:00:00,2012,Terra,MODIS,63,6.030000000000000,278.600000000000023,87.099999999999994,D,0
1083,54.610199999999999,-122.287899999999993,310.199999999999989,2.200000000000000,1.500000000000000,2019-09-20 0:00:00,2012,Terra,MODIS,46,6.030000000000000,280.899999999999977,36.000000000000000,D,0
1084,54.604799999999997,-122.327100000000002,319.199999999999989,2.200000000000000,1.400000000000000,2019-09-20 0:00:00,2012,Terra,MODIS,75,6.030000000000000,276.100000000000023,56.799999999999997,D,0
1085,54.616500000000002,-122.316800000000001,347.699999999999989,2.200000000000000,1.400000000000000,2019-09-20 0:00:00,2012,Terra,MODIS,83,6.030000000000000,280.199999999999989,183.300000000000011,D,0
1086,54.596699999999998,-122.295699999999997,336.399999999999977,2.200000000000000,1.500000000000000,2019-09-20 0:00:00,2012,Terra,MODIS,78,6.030000000000000,279.800000000000011,122.799999999999997,D,0
1087,54.606699999999996,-122.330600000000004,330.600000000000023,2.200000000000000,1.400000000000000,2019-09-20 0:00:00,2012,Terra,MODIS,0,6.030000000000000,276.399999999999977,96.799999999999997,D,0
1088,54.598700000000001,-122.299000000000007,330.600000000000023,2.200000000000000,1.500000000000000,2019-09-20 0:00:00,2012,Terra,MODIS,0,6.030000000000000,279.500000000000000,99.299999999999997,D,0
1089,54.406700000000001,-122.458399999999997,348.300000000000011,1.800000000000000,1.300000000000000,2019-09-20 0:00:00,2022,Aqua,MODIS,90,6.030000000000000,282.800000000000011,138.699999999999989,D,0
1090,54.434600000000003,-122.447699999999998,358.300000000000011,1.800000000000000,1.300000000000000,2019-09-20 0:00:00,2022,Aqua,MODIS,75,6.030000000000000,283.100000000000023,188.800000000000011,D,0
1091,54.428500000000000,-122.474100000000007,350.100000000000023,1.800000000000000,1.300000000000000,2019-09-20 0:00:00,2022,Aqua,MODIS,85,6.030000000000000,284.800000000000011,143.699999999999989,D,0
1092,54.581299999999999,-122.290300000000002,381.300000000000011,1.700000000000000,1.300000000000000,2019-09-20 0:00:00,2022,Aqua,MODIS,75,6.030000000000000,283.300000000000011,361.399999999999977,D,0
1093,54.609800000000000,-122.314400000000006,345.199999999999989,1.700000000000000,1.300000000000000,2019-09-20 0:00:00,2022,Aqua,MODIS,0,6.030000000000000,277.100000000000023,123.000000000000000,D,0
1094,54.881700000000002,-122.195899999999995,321.500000000000000,1.700000000000000,1.300000000000000,2019-09-20 0:00:00,2022,Aqua,MODIS,61,6.030000000000000,275.800000000000011,45.799999999999997,D,0
1095,54.876199999999997,-122.220100000000002,330.199999999999989,1.700000000000000,1.300000000000000,2019-09-20 0:00:00,2022,Aqua,MODIS,66,6.030000000000000,278.800000000000011,67.299999999999997,D,0
1096,49.240000000000002,-118.427199999999999,301.300000000000011,1.200000000000000,1.100000000000000,2019-09-21 0:00:00,1918,Terra,MODIS,18,6.030000000000000,288.100000000000023,5.200000000000000,D,0
1097,50.634999999999998,-119.216899999999995,309.300000000000011,1.100000000000000,1.000000000000000,2019-09-21 0:00:00,1918,Terra,MODIS,68,6.030000000000000,287.199999999999989,11.199999999999999,D,0
1098,50.632399999999997,-119.201800000000006,310.199999999999989,1.100000000000000,1.000000000000000,2019-09-21 0:00:00,1918,Terra,MODIS,70,6.030000000000000,288.199999999999989,11.600000000000000,D,0
1099,50.543199999999999,-119.229699999999994,302.300000000000011,1.100000000000000,1.000000000000000,2019-09-21 0:00:00,1918,Terra,MODIS,52,6.030000000000000,287.399999999999977,6.200000000000000,D,0
1100,49.230499999999999,-118.431200000000004,310.300000000000011,1.200000000000000,1.100000000000000,2019-09-21 0:00:00,1918,Terra,MODIS,70,6.030000000000000,288.000000000000000,13.000000000000000,D,0
1101,49.226900000000001,-118.428399999999996,313.500000000000000,1.100000000000000,1.100000000000000,2019-09-21 0:00:00,2103,Aqua,MODIS,74,6.030000000000000,291.699999999999989,12.800000000000001,D,0
1102,50.622300000000003,-119.224000000000004,300.100000000000023,1.100000000000000,1.000000000000000,2019-09-21 0:00:00,2103,Aqua,MODIS,18,6.030000000000000,288.899999999999977,4.000000000000000,D,0
1103,54.242600000000003,-125.790499999999994,307.800000000000011,1.300000000000000,1.100000000000000,2019-09-22 0:00:00,629,Terra,MODIS,73,6.030000000000000,276.100000000000023,18.300000000000001,N,0
1104,53.292600000000000,-122.156300000000002,320.600000000000023,1.200000000000000,1.100000000000000,2019-09-23 0:00:00,534,Terra,MODIS,100,6.030000000000000,278.300000000000011,31.000000000000000,N,0
1105,53.295999999999999,-122.138300000000001,307.399999999999977,1.200000000000000,1.100000000000000,2019-09-23 0:00:00,534,Terra,MODIS,71,6.030000000000000,277.100000000000023,16.399999999999999,N,0
1106,53.289099999999998,-122.174499999999995,317.000000000000000,1.200000000000000,1.100000000000000,2019-09-23 0:00:00,534,Terra,MODIS,94,6.030000000000000,277.899999999999977,26.000000000000000,N,0
1107,54.221200000000003,-124.025400000000005,305.600000000000023,1.200000000000000,1.100000000000000,2019-09-24 0:00:00,617,Terra,MODIS,65,6.030000000000000,278.000000000000000,13.900000000000000,N,0
1108,53.622500000000002,-121.761300000000006,307.399999999999977,1.400000000000000,1.200000000000000,2019-09-24 0:00:00,617,Terra,MODIS,40,6.030000000000000,278.500000000000000,17.600000000000001,N,0
1109,54.121299999999998,-125.251700000000000,301.300000000000011,1.100000000000000,1.000000000000000,2019-09-24 0:00:00,617,Terra,MODIS,37,6.030000000000000,279.000000000000000,9.699999999999999,N,0
1110,55.646000000000001,-126.739500000000007,305.899999999999977,1.000000000000000,1.000000000000000,2019-09-24 0:00:00,618,Terra,MODIS,66,6.030000000000000,273.399999999999977,12.199999999999999,N,0
1111,49.017099999999999,-118.624399999999994,305.600000000000023,1.200000000000000,1.100000000000000,2019-09-24 0:00:00,1024,Aqua,MODIS,65,6.030000000000000,274.300000000000011,15.199999999999999,N,0
1112,49.006799999999998,-118.611500000000007,308.600000000000023,3.300000000000000,1.700000000000000,2019-09-24 0:00:00,1810,Terra,MODIS,67,6.030000000000000,284.199999999999989,50.399999999999999,D,0
1113,49.010399999999997,-118.616100000000003,312.100000000000023,3.300000000000000,1.700000000000000,2019-09-24 0:00:00,1810,Terra,MODIS,72,6.030000000000000,284.199999999999989,68.400000000000006,D,0
1114,55.276899999999998,-124.153000000000006,327.699999999999989,1.100000000000000,1.000000000000000,2019-09-24 0:00:00,1947,Terra,MODIS,74,6.030000000000000,274.800000000000011,30.399999999999999,D,0
1115,50.710900000000002,-117.924199999999999,321.899999999999977,2.500000000000000,1.500000000000000,2019-09-24 0:00:00,1948,Terra,MODIS,0,6.030000000000000,282.500000000000000,86.500000000000000,D,0
1116,49.034100000000002,-124.568200000000004,308.199999999999989,1.400000000000000,1.200000000000000,2019-09-24 0:00:00,1949,Terra,MODIS,43,6.030000000000000,282.000000000000000,15.100000000000000,D,0
1117,49.028700000000001,-124.563500000000005,312.899999999999977,1.400000000000000,1.200000000000000,2019-09-24 0:00:00,1949,Terra,MODIS,71,6.030000000000000,283.899999999999977,20.899999999999999,D,0
1118,49.024600000000000,-124.560599999999994,324.399999999999977,1.300000000000000,1.100000000000000,2019-09-24 0:00:00,2134,Aqua,MODIS,72,6.030000000000000,283.000000000000000,31.199999999999999,D,0
1119,49.022799999999997,-124.578299999999999,329.000000000000000,1.300000000000000,1.100000000000000,2019-09-24 0:00:00,2134,Aqua,MODIS,0,6.030000000000000,282.199999999999989,38.600000000000001,D,0
1120,53.441099999999999,-122.207999999999998,310.100000000000023,1.800000000000000,1.300000000000000,2019-09-24 0:00:00,2135,Aqua,MODIS,66,6.030000000000000,282.500000000000000,30.800000000000001,D,0
1121,54.603800000000000,-123.449600000000004,316.699999999999989,1.700000000000000,1.300000000000000,2019-09-24 0:00:00,2135,Aqua,MODIS,63,6.030000000000000,279.000000000000000,34.500000000000000,D,0
1122,54.653399999999998,-123.671899999999994,312.000000000000000,1.600000000000000,1.300000000000000,2019-09-24 0:00:00,2135,Aqua,MODIS,47,6.030000000000000,281.399999999999977,24.199999999999999,D,0
1123,54.664600000000000,-123.674700000000001,324.399999999999977,1.600000000000000,1.300000000000000,2019-09-24 0:00:00,2135,Aqua,MODIS,60,6.030000000000000,281.199999999999989,47.200000000000003,D,0
1124,55.272199999999998,-124.169200000000004,349.699999999999989,1.600000000000000,1.200000000000000,2019-09-24 0:00:00,2135,Aqua,MODIS,95,6.030000000000000,284.300000000000011,123.900000000000006,D,0
1125,50.709600000000002,-117.926199999999994,308.100000000000023,1.300000000000000,1.100000000000000,2019-09-25 0:00:00,521,Terra,MODIS,73,6.030000000000000,272.100000000000023,19.399999999999999,N,0
1126,54.588099999999997,-123.481700000000004,313.300000000000011,1.700000000000000,1.300000000000000,2019-09-25 0:00:00,522,Terra,MODIS,87,6.030000000000000,279.100000000000023,35.000000000000000,N,0
1127,49.242300000000000,-117.597700000000003,340.800000000000011,1.000000000000000,1.000000000000000,2019-09-25 0:00:00,1853,Terra,MODIS,92,6.030000000000000,287.699999999999989,47.899999999999999,D,0
1128,49.018599999999999,-118.628500000000003,308.699999999999989,1.100000000000000,1.100000000000000,2019-09-25 0:00:00,2038,Aqua,MODIS,68,6.030000000000000,282.199999999999989,12.100000000000000,D,0
1129,49.015900000000002,-118.643799999999999,333.800000000000011,1.100000000000000,1.100000000000000,2019-09-25 0:00:00,2038,Aqua,MODIS,89,6.030000000000000,283.000000000000000,42.600000000000001,D,0
1130,49.239899999999999,-117.596699999999998,326.899999999999977,1.100000000000000,1.000000000000000,2019-09-25 0:00:00,2038,Aqua,MODIS,80,6.030000000000000,287.600000000000023,28.699999999999999,D,0
1131,49.237499999999997,-117.611099999999993,328.800000000000011,1.100000000000000,1.000000000000000,2019-09-25 0:00:00,2038,Aqua,MODIS,86,6.030000000000000,288.100000000000023,30.800000000000001,D,0
1132,53.884000000000000,-125.880200000000002,310.000000000000000,1.000000000000000,1.000000000000000,2019-09-26 0:00:00,605,Terra,MODIS,79,6.030000000000000,274.899999999999977,14.400000000000000,N,0
1133,55.247500000000002,-126.511499999999998,304.800000000000011,1.000000000000000,1.000000000000000,2019-09-26 0:00:00,605,Terra,MODIS,62,6.030000000000000,273.899999999999977,11.300000000000001,N,0
1134,55.505699999999997,-126.784499999999994,301.300000000000011,1.000000000000000,1.000000000000000,2019-09-26 0:00:00,605,Terra,MODIS,39,6.030000000000000,270.199999999999989,8.699999999999999,N,0
1135,55.522199999999998,-126.798900000000003,303.699999999999989,1.000000000000000,1.000000000000000,2019-09-26 0:00:00,605,Terra,MODIS,56,6.030000000000000,273.699999999999989,10.699999999999999,N,0
1136,55.249099999999999,-123.724999999999994,342.399999999999977,1.000000000000000,1.000000000000000,2019-09-26 0:00:00,1935,Terra,MODIS,93,6.030000000000000,273.800000000000011,51.299999999999997,D,0
1137,55.246699999999997,-123.709599999999995,329.699999999999989,1.000000000000000,1.000000000000000,2019-09-26 0:00:00,1935,Terra,MODIS,86,6.030000000000000,278.199999999999989,31.899999999999999,D,0
1138,55.286700000000003,-124.156199999999998,323.000000000000000,1.000000000000000,1.000000000000000,2019-09-26 0:00:00,1935,Terra,MODIS,82,6.030000000000000,279.100000000000023,24.399999999999999,D,0
1139,55.284399999999998,-124.140900000000002,319.899999999999977,1.000000000000000,1.000000000000000,2019-09-26 0:00:00,1935,Terra,MODIS,80,6.030000000000000,274.899999999999977,21.300000000000001,D,0
1140,55.277999999999999,-124.160200000000003,352.500000000000000,1.000000000000000,1.000000000000000,2019-09-26 0:00:00,1935,Terra,MODIS,91,6.030000000000000,275.800000000000011,69.200000000000003,D,0
1141,55.222200000000001,-126.548100000000005,349.199999999999989,1.000000000000000,1.000000000000000,2019-09-26 0:00:00,1935,Terra,MODIS,0,6.030000000000000,274.300000000000011,68.099999999999994,D,0
1142,55.127699999999997,-126.390299999999996,319.600000000000023,1.000000000000000,1.000000000000000,2019-09-26 0:00:00,1935,Terra,MODIS,51,6.030000000000000,273.399999999999977,19.800000000000001,D,0
1143,54.421700000000001,-122.123599999999996,315.800000000000011,1.100000000000000,1.000000000000000,2019-09-26 0:00:00,1935,Terra,MODIS,49,6.030000000000000,274.600000000000023,17.300000000000001,D,0
1144,54.418900000000001,-122.107799999999997,340.100000000000023,1.100000000000000,1.000000000000000,2019-09-26 0:00:00,1935,Terra,MODIS,87,6.030000000000000,276.800000000000011,50.500000000000000,D,0
1145,54.686999999999998,-126.014899999999997,311.399999999999977,1.000000000000000,1.000000000000000,2019-09-26 0:00:00,1935,Terra,MODIS,0,6.030000000000000,271.899999999999977,11.800000000000001,D,0
1146,54.680199999999999,-126.033699999999996,382.300000000000011,1.000000000000000,1.000000000000000,2019-09-26 0:00:00,1935,Terra,MODIS,100,6.030000000000000,286.100000000000023,166.900000000000006,D,0
1147,54.678100000000001,-126.018400000000000,387.300000000000011,1.000000000000000,1.000000000000000,2019-09-26 0:00:00,1935,Terra,MODIS,75,6.030000000000000,282.699999999999989,187.900000000000006,D,0
1148,54.671300000000002,-126.037199999999999,398.899999999999977,1.000000000000000,1.000000000000000,2019-09-26 0:00:00,1935,Terra,MODIS,100,6.030000000000000,287.699999999999989,252.599999999999994,D,0
1149,54.669199999999996,-126.021900000000002,415.100000000000023,1.000000000000000,1.000000000000000,2019-09-26 0:00:00,1935,Terra,MODIS,75,6.030000000000000,283.600000000000023,362.800000000000011,D,0
1150,54.662399999999998,-126.040599999999998,436.600000000000023,1.000000000000000,1.000000000000000,2019-09-26 0:00:00,1935,Terra,MODIS,100,6.030000000000000,293.399999999999977,566.799999999999955,D,0
1151,54.660400000000003,-126.025400000000005,352.699999999999989,1.000000000000000,1.000000000000000,2019-09-26 0:00:00,1935,Terra,MODIS,73,6.030000000000000,274.600000000000023,70.700000000000003,D,0
